Report generated on: 09-09-2022 23:12:37
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.4419-1-AFG-QBTU.A","        Nuclear, renewables, and other (quad Btu)","0.00738587033919","0.00753661488902","0.00739098127341","0.0078479335772","0.00790308","0.00804419","0.007447998","0.007876764","0.007681056","0.007824","0.007863912","0.007127788","0.004891766","0.00484523","0.004817572","0.004248544","0.00373274","0.003288586","0.0030591","0.0030678","0.003182712","0.005145834","0.005646015","0.00637875","0.00565904","0.00589941","0.006318403","0.007393232","0.00534096654","0.007574736","0.0073296828","0.0057839348","0.007022808","0.008443785","0.00951","0.009635846","0.00978592","0.010023744","0.00878536","0.00783636"
"none","            Nuclear (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-1-AFG-QBTU.A","            Renewables and other (quad Btu)","0.00738587033919","0.00753661488902","0.00739098127341","0.0078479335772","0.00790308","0.00804419","0.007447998","0.007876764","0.007681056","0.007824","0.007863912","0.007127788","0.004891766","0.00484523","0.004817572","0.004248544","0.00373274","0.003288586","0.0030591","0.0030678","0.003182712","0.005145834","0.005646015","0.00637875","0.00565904","0.00589941","0.006318403","0.007393232","0.00534096654","0.007574736","0.0073296828","0.0057839348","0.007022808","0.008443785","0.00951","0.009635846","0.00978592","0.010023744","0.00878536","0.00783636"
"INTL.44-2-AFG-QBTU.A","    Consumption (quad Btu)","0.02658321667756184","0.029949457623843767","0.031897814673808554","0.03902180313163165","0.03920224040186807","0.03827496129519434","0.039111198580053776","0.06306515769145625","0.11122078650562646","0.10936453856934128","0.10832034143696309","0.04743819775898182","0.03128176575298239","0.031068733251352468","0.030081108758152546","0.02534847326495263","0.02486021943357976","0.02367338825784984","0.02303955525784984","0.02302743728319992","0.020178061853199918","0.01591449045921003","0.015109508584207386","0.01776927950701234","0.016413668953812403","0.020995960691609476","0.026428278277012326","0.03425470933468043","0.05852648285351456","0.09534879450216566","0.11853852864995157","0.16105080218714038","0.1476076485691699","0.12450427328434109","0.1143137511302674","0.12629013628746977","0.11757565429923286","0.12494125714475693","0.14327311946093876","0.12274926133951257"
"INTL.4411-2-AFG-QBTU.A","        Coal (quad Btu)","0.0024792482148388983","0.0026042523630414455","0.0030209327940489256","0.0030209327940489256","0.0030834347736486832","0.003145936942251473","0.0033334430700537776","0.0034792812114562443","0.002875094652646459","0.002645920349441284","0.0021875719320339653","0.001958397817831822","0.0001666721346023857","0.00014583814140246647","0.00012500414820254722","0.00010417015500262799","0.0000625019795997577","0.00004166798639983847","0.00004166798639983847","0.000020833993199919235","0.000020833993199919235","0.0005416845792100274","0.0004375144242073994","0.0007291907070123324","0.0007083567138124131","0.000687522531609462","0.0007291907070123324","0.005062666584680424","0.0072294045235144705","0.010417009452165782","0.015104663781241597","0.03083430993588047","0.025834151567899852","0.02806338884029121","0.031613501281557446","0.028438400717889757","0.03537612045346286","0.04564727910102304","0.05093911337380253","0.04456391145462724"
"INTL.4413-2-AFG-QBTU.A","        Natural gas (quad Btu)","0.002094","0.003141","0.005235","0.005235","0.005235","0","0","0.023034","0.07329","0.071196","0.07015067178502912","0.011517","0.0110924415","0.0110924415","0.01108773","0.00739182","0.00850420515","0.00850420515","0.00850420515","0.00850420515","0.00850420515","0.00184874025","0.00184874025","0.0007394961","0.0007394961","0.0007394961","0.0007394961","0.0014789922","0.00184874025","0.00110924415","0.00524668025871","0.00596768283126","0.00592701089127","0.00571255884405","0.00524668025871","0.00540567056958","0.00611188334577","0.00611188334577","0.00599833778713622","0.005039073584885323"
"INTL.4415-2-AFG-QBTU.A","        Petroleum and other liquids (quad Btu)","0.01462409812353294","0.01666759037178232","0.01625090060634963","0.022917936760382725","0.02298072562821939","0.027084834352942865","0.02832975751","0.02867511248","0.02737463585298","0.0276986182199","0.0281181857199","0.02640851194115","0.01468391411838","0.01464402360995","0.01361406660995","0.01319449910995","0.01218545230398","0.01149772912145","0.01109338212145","0.01109339814","0.008129110709999998","0.008037031630000002","0.006836038909999987","0.009580642700000008","0.00896557613999999","0.013311272060000013","0.017167204469999992","0.018241910550000007","0.04154154754000009","0.07230694489999986","0.08549383780999997","0.1108015226199999","0.09834542611000005","0.06995016059999988","0.05528504958999995","0.069916271","0.0515175345","0.047425618697963884","0.0605380763","0.0485501723"
"INTL.4419-2-AFG-QBTU.A","        Nuclear, renewables, and other (quad Btu)","0.00738587033919","0.00753661488902","0.00739098127341","0.0078479335772","0.00790308","0.00804419","0.007447998","0.007876764","0.007681056","0.007824","0.007863912","0.007554288","0.005338738","0.00518643","0.005254308","0.004657984","0.00410806","0.003629786","0.0034003","0.003409","0.003523912","0.005487034","0.005987215","0.00671995","0.00600024","0.00625767","0.007792387","0.00947114","0.00790679054","0.011515596","0.0126933468","0.0134472868","0.01750106","0.020778165","0.02216852","0.022529794","0.024570116","0.025756476","0.025797592","0.024596104"
"none","            Nuclear (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-AFG-QBTU.A","            Renewables and other (quad Btu)","0.00738587033919","0.00753661488902","0.00739098127341","0.0078479335772","0.00790308","0.00804419","0.007447998","0.007876764","0.007681056","0.007824","0.007863912","0.007554288","0.005338738","0.00518643","0.005254308","0.004657984","0.00410806","0.003629786","0.0034003","0.003409","0.003523912","0.005487034","0.005987215","0.00671995","0.00600024","0.00625767","0.007792387","0.00947114","0.00790679054","0.011515596","0.0126933468","0.0134472868","0.01750106","0.020778165","0.02216852","0.022529794","0.024570116","0.025756476","0.025797592","0.024596104"
"","Albania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-1-ALB-QBTU.A","    Production (quad Btu)","0.155561620237156","0.15869138293903517","0.20594415566567068","0.23469322168485068","0.19102506227402413","0.19172993827692245","0.19659552252877113","0.20238806446252838","0.18641741777005813","0.19491628961153654","0.127118513909017","0.09543406071683144","0.0655185036507454","0.06283840594697494","0.06650709326941415","0.0677844091736095","0.08269987229832255","0.07303457152971403","0.06574110056542558","0.06751718849892084","0.06083183808831241","0.05136107356866748","0.051256018118918355","0.06891454270953923","0.0712884614857991","0.07081958154050344","0.06845249684266899","0.042837193508182055","0.061757306397963646","0.07493903442618904","0.10345312389058488","0.07697286641087925","0.0867237601814085","0.11482272159115349","0.10100068590692937","0.10878657815351081","0.11670589629724312","0.08259616005630985","0.11633710649148345","0.04871084530215267"
"INTL.4411-1-ALB-QBTU.A","        Coal (quad Btu)","0.013229038633645784","0.014367221031874504","0.01585991934508173","0.01725932404545147","0.01875202227402413","0.020058133276921814","0.02021673252877048","0.019908863462528004","0.020375331695984582","0.02045929595600178","0.019321089690825508","0.010141006515657811","0.003414543132227009","0.0019964815035425684","0.0015766606266294115","0.00074634822562339","0.0010542168686930385","0.0003638447599914026","0.00045713828819432637","0.00045713828819432637","0.00027988058460877126","0.00019591640922613987","0.00013994029230438563","0.0005411024635769578","0.0005411024635769578","0.0004198208769131569","0.0004198208769131569","0.0004198208769131569","0.0005690905220378349","0.00009329352820292374","0.00009329352820292374","0.00004664676410146187","0.00006530546974204662","0.00008396417538263138","0.00015533371176268317","0.00022670324814273499","0.00013061093948409325","0.0004291502297334493","0.0009142765763886527","0.0011355555952106654"
"INTL.4413-1-ALB-QBTU.A","        Natural gas (quad Btu)","0.01047","0.011517","0.01047","0.011517","0.011517","0.01047","0.014658","0.016752","0.026175","0.026175","0.00942515337423312","0.00522","0.003760488","0.001105596","0.00110664","0.00110664","0.0011060658","0.0007373772","0.0011060658","0.0007373772","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0003651571","0.00107110395","0.00107110395","0.00035279685","0.00035279685","0.000599754645","0.000670314015","0.00112894992","0.001234788975","0.0015875723385","0.001763969265","0.001514288878317","0.001483566006942"
"INTL.4415-1-ALB-QBTU.A","        Petroleum and other liquids (quad Btu)","0.1015400000000002","0.10126000000000067","0.14727999999999894","0.17259999999999923","0.12692","0.12657000000000065","0.12657000000000065","0.1242700000000004","0.10153407407407355","0.10816052165553476","0.06903863084395837","0.04372446620117363","0.02538351851851839","0.025912499443432373","0.025314164642784732","0.02301287694798612","0.021922129629629517","0.02109303556972262","0.014498112477231255","0.012830467010726508","0.01305174370370364","0.013697264359441338","0.014638491026613971","0.015457749445962277","0.015444717222222144","0.016109013863590285","0.017817641165755828","0.014772375531268898","0.02307592592592581","0.02301287694798612","0.029916740032381955","0.03682060311677779","0.04153666666666645","0.04832704159077085","0.05523090467516669","0.05292961698036808","0.043844259259259034","0.0391218908115764","0.03682060311677779","0"
"INTL.4419-1-ALB-QBTU.A","        Nuclear, renewables, and other (quad Btu)","0.03032258160351","0.03154716190716","0.03233423632059","0.0333168976394","0.03383604","0.034631805","0.03515079","0.041457201","0.038333012","0.040121472","0.02933364","0.036348588","0.032959954","0.033823829","0.038509628","0.042918544","0.05861746","0.050840314","0.049679784","0.053492206","0.046394148","0.036361827","0.035371521","0.051809625","0.054196576","0.053184681","0.049108969","0.02727984","0.037041186","0.05076176","0.07309029348","0.03975281968","0.0445220334","0.06574140181","0.0444854976","0.05439546895","0.07114345376","0.04128114975","0.07708793792","0.0460917237"
"none","            Nuclear (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-1-ALB-QBTU.A","            Renewables and other (quad Btu)","0.03032258160351","0.03154716190716","0.03233423632059","0.0333168976394","0.03383604","0.034631805","0.03515079","0.041457201","0.038333012","0.040121472","0.02933364","0.036348588","0.032959954","0.033823829","0.038509628","0.042918544","0.05861746","0.050840314","0.049679784","0.053492206","0.046394148","0.036361827","0.035371521","0.051809625","0.054196576","0.053184681","0.049108969","0.02727984","0.037041186","0.05076176","0.07309029348","0.03975281968","0.0445220334","0.06574140181","0.0444854976","0.05439546895","0.07114345376","0.04128114975","0.07708793792","0.0460917237"
"INTL.44-2-ALB-QBTU.A","    Consumption (quad Btu)","0.16298182182124926","0.16204449273682853","0.16284611700217974","0.16933585149179003","0.1704057218202433","0.17005625500667076","0.16607537777033485","0.1666405283961216","0.1685908728103857","0.16034057953517927","0.11484532651489701","0.09632368949498195","0.08419123835829688","0.07383345482247178","0.07017822073745411","0.07754968357728133","0.08534262686100279","0.07794667369496719","0.08384251513623263","0.07545623437158866","0.0980373559405912","0.09292334270457393","0.1006494838387759","0.11352238408455871","0.12108508433524132","0.11947154054209015","0.11248945390078424","0.09682509365857128","0.10574486401881655","0.115238061781209","0.12304402332284661","0.10743348644120246","0.1051279333181231","0.13193111766441915","0.11621639284070061","0.11629730243544255","0.13589570519859817","0.12578047491234484","0.14342046025641697","0.1123521919253036"
"INTL.4411-2-ALB-QBTU.A","        Coal (quad Btu)","0.024317314523581157","0.025770486274170428","0.029070074678547934","0.03146270929689194","0.03399786552216729","0.03624797855457778","0.03566855295477164","0.03728748741744574","0.03748799283170988","0.037114723556503436","0.0323729108406639","0.018421887913981944","0.005235004867496884","0.00346567005147178","0.002812873657954107","0.002119844522281322","0.0016644755738027901","0.0012322476809671853","0.0007539568362326312","0.000903445437828665","0.001097810109219184","0.0012482907293259941","0.0009488268187999082","0.0009487671567268229","0.0009029321443912289","0.0008190919058261814","0.0016219843773081727","0.0023592009372752805","0.002858482393398624","0.003923002211637058","0.0035249441657845544","0.0033113416915863596","0.0029688882665851292","0.002642520161491151","0.003339683613892591","0.002822255337070553","0.0022553832305981774","0.002603889761162839","0.0034145211808809675","0.004093169855767595"
"INTL.4413-2-ALB-QBTU.A","        Natural gas (quad Btu)","0.01047","0.011517","0.01047","0.011517","0.011517","0.01047","0.014658","0.016752","0.026175","0.026175","0.00942515337423312","0.00522","0.003760488","0.001105596","0.00110664","0.00110664","0.0011060658","0.0007373772","0.0011060658","0.0007373772","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0003644508","0.00106474725","0.00106474725","0.0003503248","0.0003503248","0.00059555216","0.00066561712","0.00112103936","0.0012261368","0.001576448208","0.00175160912","0.001503678245536","0.001473170649536"
"INTL.4415-2-ALB-QBTU.A","        Petroleum and other liquids (quad Btu)","0.09929727737859491","0.0947204962399349","0.09256775768747862","0.0947204962399349","0.09282136798251281","0.09041501913652979","0.0824498865","0.072966858","0.068141514","0.058063178","0.0430141623","0.038544189581","0.0437916634908","0.035639667771","0.0277422550795","0.031145343055","0.0245687854872","0.025573470814","0.0310095605","0.01910170973376","0.045761196031372006","0.048300987175247945","0.05591456621997598","0.05653253412783189","0.06325198639085008","0.06309584983626397","0.05856770272347607","0.057138345921296","0.056475640375417926","0.05444561631957195","0.05266362087706206","0.052162300269616095","0.04602069949153798","0.05495550257292798","0.056805568266808014","0.053080053348372","0.05483","0.07019911554518199","0.06453125315","0.0524847363"
"INTL.4419-2-ALB-QBTU.A","        Nuclear, renewables, and other (quad Btu)","0.0288972299190732","0.0300365102227232","0.0307382846361532","0.0316356459549632","0.0320694883155632","0.0329232573155632","0.0332989383155632","0.03963418297867584","0.036786365978675836","0.03898767797867584","0.0300331","0.034137612","0.031404082","0.033622521","0.038516452","0.043177856","0.0580033","0.050403578","0.050972932","0.054713702","0.050072284","0.042267999","0.042680025","0.054935017","0.0558241","0.054450533","0.051193701","0.036963096","0.045345994","0.055804696","0.06650513348","0.05160951968","0.0555427934","0.07366747781","0.0549501016","0.05916885695","0.07723387376","0.051225860486","0.07397100768","0.05430111512"
"none","            Nuclear (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ALB-QBTU.A","            Renewables and other (quad Btu)","0.0288972299190732","0.0300365102227232","0.0307382846361532","0.0316356459549632","0.0320694883155632","0.0329232573155632","0.0332989383155632","0.03963418297867584","0.036786365978675836","0.03898767797867584","0.0300331","0.034137612","0.031404082","0.033622521","0.038516452","0.043177856","0.0580033","0.050403578","0.050972932","0.054713702","0.050072284","0.042267999","0.042680025","0.054935017","0.0558241","0.054450533","0.051193701","0.036963096","0.045345994","0.055804696","0.06650513348","0.05160951968","0.0555427934","0.07366747781","0.0549501016","0.05916885695","0.07723387376","0.051225860486","0.07397100768","0.05430111512"
"","Algeria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
